Instrument,SessionContext,TotalBars,State,RunLength,SurvivalCount,ExitCount,HazardProbability
ES,ETH,100,Unresolved,33,1,0,0.00
ES,ETH,100,Unresolved,34,1,0,0.00
ES,ETH,100,Unresolved,35,1,0,0.00
ES,ETH,100,Unresolved,36,1,0,0.00
ES,ETH,100,Unresolved,37,1,0,0.00
ES,ETH,100,Unresolved,38,1,0,0.00
ES,ETH,100,Unresolved,39,1,0,0.00
ES,ETH,100,Unresolved,40,1,0,0.00
ES,ETH,100,Unresolved,41,1,0,0.00
ES,ETH,100,Unresolved,42,1,0,0.00
ES,ETH,100,Unresolved,43,1,0,0.00
ES,ETH,100,Unresolved,44,1,0,0.00
ES,ETH,100,Unresolved,45,1,0,0.00
ES,ETH,100,Unresolved,46,1,0,0.00
ES,ETH,100,Unresolved,47,1,0,0.00
ES,ETH,100,Unresolved,48,1,0,0.00
ES,ETH,100,Unresolved,49,1,0,0.00
ES,ETH,100,Unresolved,50,1,0,0.00
ES,ETH,100,Unresolved,51,1,0,0.00
ES,ETH,100,Unresolved,52,1,0,0.00
ES,ETH,100,Unresolved,53,1,0,0.00
ES,ETH,100,Unresolved,54,1,1,100.00
ES,ETH,150,Unknown,1,1,0,0.00
ES,ETH,150,Unknown,2,1,0,0.00
ES,ETH,150,Unknown,3,1,0,0.00
ES,ETH,150,Unknown,4,1,0,0.00
ES,ETH,150,Unknown,5,1,1,100.00
ES,ETH,150,Unresolved,1,11,4,36.36
ES,ETH,150,Unresolved,2,7,1,14.29
ES,ETH,150,Unresolved,3,6,1,16.67
ES,ETH,150,Unresolved,4,4,0,0.00
ES,ETH,150,Unresolved,5,4,1,25.00
ES,ETH,150,Unresolved,6,3,0,0.00
ES,ETH,150,Unresolved,7,3,0,0.00
ES,ETH,150,Unresolved,8,3,0,0.00
ES,ETH,150,Unresolved,9,3,1,33.33
ES,ETH,150,Directional,1,8,4,50.00
ES,ETH,150,Directional,2,4,0,0.00
ES,ETH,150,Directional,3,4,2,50.00
ES,ETH,150,Directional,4,2,1,50.00
ES,ETH,150,Directional,5,1,0,0.00
ES,ETH,150,Directional,6,1,0,0.00
ES,ETH,150,Directional,7,1,1,100.00
ES,ETH,150,Degrading,1,9,5,55.56
ES,ETH,150,Degrading,2,4,1,25.00
ES,ETH,150,Balance,1,4,3,75.00
ES,ETH,150,Balance,2,1,0,0.00
ES,ETH,150,Balance,3,1,1,100.00
ES,ETH,150,Unresolved,10,2,0,0.00
ES,ETH,150,Unresolved,11,2,0,0.00
ES,ETH,150,Unresolved,12,2,0,0.00
ES,ETH,150,Unresolved,13,2,0,0.00
ES,ETH,150,Unresolved,14,2,0,0.00
ES,ETH,150,Unresolved,15,2,0,0.00
ES,ETH,150,Unresolved,16,2,0,0.00
ES,ETH,150,Unresolved,17,2,0,0.00
ES,ETH,150,Unresolved,18,2,0,0.00
ES,ETH,150,Unresolved,19,2,1,50.00
ES,ETH,150,Unresolved,20,1,0,0.00
ES,ETH,150,Unresolved,21,1,0,0.00
ES,ETH,150,Unresolved,22,1,0,0.00
ES,ETH,150,Unresolved,23,1,0,0.00
ES,ETH,150,Unresolved,24,1,0,0.00
ES,ETH,150,Unresolved,25,1,0,0.00
ES,ETH,150,Unresolved,26,1,0,0.00
ES,ETH,150,Unresolved,27,1,0,0.00
ES,ETH,150,Unresolved,28,1,0,0.00
ES,ETH,150,Unresolved,29,1,0,0.00
ES,ETH,150,Unresolved,30,1,0,0.00
ES,ETH,150,Unresolved,31,1,0,0.00
ES,ETH,150,Unresolved,32,1,0,0.00
ES,ETH,150,Unresolved,33,1,0,0.00
ES,ETH,150,Unresolved,34,1,0,0.00
ES,ETH,150,Unresolved,35,1,0,0.00
ES,ETH,150,Unresolved,36,1,0,0.00
ES,ETH,150,Unresolved,37,1,0,0.00
ES,ETH,150,Unresolved,38,1,0,0.00
ES,ETH,150,Unresolved,39,1,0,0.00
ES,ETH,150,Unresolved,40,1,0,0.00
ES,ETH,150,Unresolved,41,1,0,0.00
ES,ETH,150,Unresolved,42,1,0,0.00
ES,ETH,150,Unresolved,43,1,0,0.00
ES,ETH,150,Unresolved,44,1,0,0.00
ES,ETH,150,Unresolved,45,1,0,0.00
ES,ETH,150,Unresolved,46,1,0,0.00
ES,ETH,150,Unresolved,47,1,0,0.00
ES,ETH,150,Unresolved,48,1,0,0.00
ES,ETH,150,Unresolved,49,1,0,0.00
ES,ETH,150,Unresolved,50,1,0,0.00
ES,ETH,150,Unresolved,51,1,0,0.00
ES,ETH,150,Unresolved,52,1,0,0.00
ES,ETH,150,Unresolved,53,1,0,0.00
ES,ETH,150,Unresolved,54,1,1,100.00
ES,ETH,150,Degrading,3,3,2,66.67
ES,ETH,150,Degrading,4,1,0,0.00
ES,ETH,150,Degrading,5,1,1,100.00
ES,ETH,200,Unknown,1,1,0,0.00
ES,ETH,200,Unknown,2,1,0,0.00
ES,ETH,200,Unknown,3,1,0,0.00
ES,ETH,200,Unknown,4,1,0,0.00
ES,ETH,200,Unknown,5,1,1,100.00
ES,ETH,200,Unresolved,1,15,5,33.33
ES,ETH,200,Unresolved,2,10,1,10.00
ES,ETH,200,Unresolved,3,9,1,11.11
ES,ETH,200,Unresolved,4,8,0,0.00
ES,ETH,200,Unresolved,5,8,2,25.00
ES,ETH,200,Unresolved,6,5,1,20.00
ES,ETH,200,Unresolved,7,4,0,0.00
ES,ETH,200,Unresolved,8,4,0,0.00
ES,ETH,200,Unresolved,9,4,1,25.00
ES,ETH,200,Directional,1,9,4,44.44
ES,ETH,200,Directional,2,5,1,20.00
ES,ETH,200,Directional,3,4,2,50.00
ES,ETH,200,Directional,4,2,1,50.00
ES,ETH,200,Directional,5,1,0,0.00
ES,ETH,200,Directional,6,1,0,0.00
ES,ETH,200,Directional,7,1,1,100.00
ES,ETH,200,Degrading,1,12,8,66.67
ES,ETH,200,Degrading,2,4,1,25.00
ES,ETH,200,Balance,1,5,4,80.00
ES,ETH,200,Balance,2,1,0,0.00
ES,ETH,200,Balance,3,1,1,100.00
ES,ETH,200,Unresolved,10,3,0,0.00
ES,ETH,200,Unresolved,11,3,0,0.00
ES,ETH,200,Unresolved,12,3,0,0.00
ES,ETH,200,Unresolved,13,3,0,0.00
ES,ETH,200,Unresolved,14,3,0,0.00
ES,ETH,200,Unresolved,15,3,0,0.00
ES,ETH,200,Unresolved,16,3,0,0.00
ES,ETH,200,Unresolved,17,3,0,0.00
ES,ETH,200,Unresolved,18,3,0,0.00
ES,ETH,200,Unresolved,19,3,1,33.33
ES,ETH,200,Unresolved,20,2,0,0.00
ES,ETH,200,Unresolved,21,2,0,0.00
ES,ETH,200,Unresolved,22,2,0,0.00
ES,ETH,200,Unresolved,23,2,0,0.00
ES,ETH,200,Unresolved,24,2,0,0.00
ES,ETH,200,Unresolved,25,2,0,0.00
ES,ETH,200,Unresolved,26,2,0,0.00
ES,ETH,200,Unresolved,27,2,0,0.00
ES,ETH,200,Unresolved,28,2,0,0.00
ES,ETH,200,Unresolved,29,2,0,0.00
ES,ETH,200,Unresolved,30,2,1,50.00
ES,ETH,200,Unresolved,31,1,0,0.00
ES,ETH,200,Unresolved,32,1,0,0.00
ES,ETH,200,Unresolved,33,1,0,0.00
ES,ETH,200,Unresolved,34,1,0,0.00
ES,ETH,200,Unresolved,35,1,0,0.00
ES,ETH,200,Unresolved,36,1,0,0.00
ES,ETH,200,Unresolved,37,1,0,0.00
ES,ETH,200,Unresolved,38,1,0,0.00
ES,ETH,200,Unresolved,39,1,0,0.00
ES,ETH,200,Unresolved,40,1,0,0.00
ES,ETH,200,Unresolved,41,1,0,0.00
ES,ETH,200,Unresolved,42,1,0,0.00
ES,ETH,200,Unresolved,43,1,0,0.00
ES,ETH,200,Unresolved,44,1,0,0.00
ES,ETH,200,Unresolved,45,1,0,0.00
ES,ETH,200,Unresolved,46,1,0,0.00
ES,ETH,200,Unresolved,47,1,0,0.00
ES,ETH,200,Unresolved,48,1,0,0.00
ES,ETH,200,Unresolved,49,1,0,0.00
ES,ETH,200,Unresolved,50,1,0,0.00
ES,ETH,200,Unresolved,51,1,0,0.00
ES,ETH,200,Unresolved,52,1,0,0.00
ES,ETH,200,Unresolved,53,1,0,0.00
ES,ETH,200,Unresolved,54,1,1,100.00
ES,ETH,200,Degrading,3,3,2,66.67
ES,ETH,200,Degrading,4,1,0,0.00
ES,ETH,200,Degrading,5,1,1,100.00
ES,ETH,250,Unknown,1,1,0,0.00
ES,ETH,250,Unknown,2,1,0,0.00
ES,ETH,250,Unknown,3,1,0,0.00
ES,ETH,250,Unknown,4,1,0,0.00
ES,ETH,250,Unknown,5,1,1,100.00
ES,ETH,250,Unresolved,1,16,5,31.25
ES,ETH,250,Unresolved,2,11,1,9.09
ES,ETH,250,Unresolved,3,10,1,10.00
ES,ETH,250,Unresolved,4,9,0,0.00
ES,ETH,250,Unresolved,5,9,2,22.22
ES,ETH,250,Unresolved,6,7,1,14.29
ES,ETH,250,Unresolved,7,6,0,0.00
ES,ETH,250,Unresolved,8,6,0,0.00
ES,ETH,250,Unresolved,9,6,1,16.67
ES,ETH,250,Directional,1,9,4,44.44
ES,ETH,250,Directional,2,5,1,20.00
ES,ETH,250,Directional,3,4,2,50.00
ES,ETH,250,Directional,4,2,1,50.00
ES,ETH,250,Directional,5,1,0,0.00
ES,ETH,250,Directional,6,1,0,0.00
ES,ETH,250,Directional,7,1,1,100.00
ES,ETH,250,Degrading,1,13,8,61.54
ES,ETH,250,Degrading,2,5,2,40.00
ES,ETH,250,Balance,1,5,4,80.00
ES,ETH,250,Balance,2,1,0,0.00
ES,ETH,250,Balance,3,1,1,100.00
ES,ETH,250,Unresolved,10,5,0,0.00
ES,ETH,250,Unresolved,11,5,0,0.00
ES,ETH,250,Unresolved,12,5,0,0.00
ES,ETH,250,Unresolved,13,5,0,0.00
ES,ETH,250,Unresolved,14,5,0,0.00
ES,ETH,250,Unresolved,15,4,0,0.00
ES,ETH,250,Unresolved,16,4,0,0.00
ES,ETH,250,Unresolved,17,4,0,0.00
ES,ETH,250,Unresolved,18,4,0,0.00
ES,ETH,250,Unresolved,19,4,1,25.00
ES,ETH,250,Unresolved,20,3,0,0.00
ES,ETH,250,Unresolved,21,3,0,0.00
ES,ETH,250,Unresolved,22,3,0,0.00
ES,ETH,250,Unresolved,23,3,0,0.00
ES,ETH,250,Unresolved,24,3,0,0.00
ES,ETH,250,Unresolved,25,3,0,0.00
ES,ETH,250,Unresolved,26,3,0,0.00
ES,ETH,250,Unresolved,27,3,0,0.00
ES,ETH,250,Unresolved,28,3,0,0.00
ES,ETH,250,Unresolved,29,3,0,0.00
ES,ETH,250,Unresolved,30,3,1,33.33
ES,ETH,250,Unresolved,31,2,0,0.00
ES,ETH,250,Unresolved,32,2,0,0.00
ES,ETH,250,Unresolved,33,2,0,0.00
ES,ETH,250,Unresolved,34,2,0,0.00
ES,ETH,250,Unresolved,35,2,0,0.00
ES,ETH,250,Unresolved,36,2,0,0.00
ES,ETH,250,Unresolved,37,2,0,0.00
ES,ETH,250,Unresolved,38,2,0,0.00
ES,ETH,250,Unresolved,39,2,1,50.00
ES,ETH,250,Unresolved,40,1,0,0.00
ES,ETH,250,Unresolved,41,1,0,0.00
ES,ETH,250,Unresolved,42,1,0,0.00
ES,ETH,250,Unresolved,43,1,0,0.00
ES,ETH,250,Unresolved,44,1,0,0.00
ES,ETH,250,Unresolved,45,1,0,0.00
ES,ETH,250,Unresolved,46,1,0,0.00
ES,ETH,250,Unresolved,47,1,0,0.00
ES,ETH,250,Unresolved,48,1,0,0.00
ES,ETH,250,Unresolved,49,1,0,0.00
ES,ETH,250,Unresolved,50,1,0,0.00
ES,ETH,250,Unresolved,51,1,0,0.00
ES,ETH,250,Unresolved,52,1,0,0.00
ES,ETH,250,Unresolved,53,1,0,0.00
ES,ETH,250,Unresolved,54,1,1,100.00
ES,ETH,250,Degrading,3,3,2,66.67
ES,ETH,250,Degrading,4,1,0,0.00
ES,ETH,250,Degrading,5,1,1,100.00
ES,ETH,300,Unknown,1,1,0,0.00
ES,ETH,300,Unknown,2,1,0,0.00
ES,ETH,300,Unknown,3,1,0,0.00
ES,ETH,300,Unknown,4,1,0,0.00
ES,ETH,300,Unknown,5,1,1,100.00
ES,ETH,300,Unresolved,1,19,6,31.58
ES,ETH,300,Unresolved,2,13,1,7.69
ES,ETH,300,Unresolved,3,12,1,8.33
ES,ETH,300,Unresolved,4,11,0,0.00
ES,ETH,300,Unresolved,5,11,2,18.18
ES,ETH,300,Unresolved,6,9,1,11.11
ES,ETH,300,Unresolved,7,8,0,0.00
ES,ETH,300,Unresolved,8,8,0,0.00
ES,ETH,300,Unresolved,9,8,1,12.50
ES,ETH,300,Directional,1,12,5,41.67
ES,ETH,300,Directional,2,7,2,28.57
ES,ETH,300,Directional,3,5,2,40.00
ES,ETH,300,Directional,4,3,2,66.67
ES,ETH,300,Directional,5,1,0,0.00
ES,ETH,300,Directional,6,1,0,0.00
ES,ETH,300,Directional,7,1,1,100.00
ES,ETH,300,Degrading,1,15,8,53.33
ES,ETH,300,Degrading,2,7,3,42.86
ES,ETH,300,Balance,1,5,4,80.00
ES,ETH,300,Balance,2,1,0,0.00
ES,ETH,300,Balance,3,1,1,100.00
ES,ETH,300,Unresolved,10,7,0,0.00
ES,ETH,300,Unresolved,11,7,0,0.00
ES,ETH,300,Unresolved,12,7,0,0.00
ES,ETH,300,Unresolved,13,7,1,14.29
ES,ETH,300,Unresolved,14,6,0,0.00
ES,ETH,300,Unresolved,15,6,0,0.00
ES,ETH,300,Unresolved,16,6,1,16.67
ES,ETH,300,Unresolved,17,5,0,0.00
ES,ETH,300,Unresolved,18,5,0,0.00
ES,ETH,300,Unresolved,19,5,1,20.00
ES,ETH,300,Unresolved,20,4,0,0.00
ES,ETH,300,Unresolved,21,4,1,25.00
ES,ETH,300,Unresolved,22,3,0,0.00
ES,ETH,300,Unresolved,23,3,0,0.00
ES,ETH,300,Unresolved,24,3,0,0.00
ES,ETH,300,Unresolved,25,3,0,0.00
ES,ETH,300,Unresolved,26,3,0,0.00
ES,ETH,300,Unresolved,27,3,0,0.00
ES,ETH,300,Unresolved,28,3,0,0.00
ES,ETH,300,Unresolved,29,3,0,0.00
ES,ETH,300,Unresolved,30,3,1,33.33
ES,ETH,300,Unresolved,31,2,0,0.00
ES,ETH,300,Unresolved,32,2,0,0.00
ES,ETH,300,Unresolved,33,2,0,0.00
ES,ETH,300,Unresolved,34,2,0,0.00
ES,ETH,300,Unresolved,35,2,0,0.00
ES,ETH,300,Unresolved,36,2,0,0.00
ES,ETH,300,Unresolved,37,2,0,0.00
ES,ETH,300,Unresolved,38,2,0,0.00
ES,ETH,300,Unresolved,39,2,1,50.00
ES,ETH,300,Unresolved,40,1,0,0.00
ES,ETH,300,Unresolved,41,1,0,0.00
ES,ETH,300,Unresolved,42,1,0,0.00
ES,ETH,300,Unresolved,43,1,0,0.00
ES,ETH,300,Unresolved,44,1,0,0.00
ES,ETH,300,Unresolved,45,1,0,0.00
ES,ETH,300,Unresolved,46,1,0,0.00
ES,ETH,300,Unresolved,47,1,0,0.00
ES,ETH,300,Unresolved,48,1,0,0.00
ES,ETH,300,Unresolved,49,1,0,0.00
ES,ETH,300,Unresolved,50,1,0,0.00
ES,ETH,300,Unresolved,51,1,0,0.00
ES,ETH,300,Unresolved,52,1,0,0.00
ES,ETH,300,Unresolved,53,1,0,0.00
ES,ETH,300,Unresolved,54,1,1,100.00
ES,ETH,300,Degrading,3,4,2,50.00
ES,ETH,300,Degrading,4,2,1,50.00
ES,ETH,300,Degrading,5,1,1,100.00
ES,ETH,350,Unknown,1,1,0,0.00
ES,ETH,350,Unknown,2,1,0,0.00
ES,ETH,350,Unknown,3,1,0,0.00
ES,ETH,350,Unknown,4,1,0,0.00
ES,ETH,350,Unknown,5,1,1,100.00
ES,ETH,350,Unresolved,1,27,10,37.04
ES,ETH,350,Unresolved,2,16,1,6.25
ES,ETH,350,Unresolved,3,15,1,6.67
ES,ETH,350,Unresolved,4,14,1,7.14
ES,ETH,350,Unresolved,5,13,3,23.08
ES,ETH,350,Unresolved,6,10,1,10.00
ES,ETH,350,Unresolved,7,9,0,0.00
ES,ETH,350,Unresolved,8,9,1,11.11
ES,ETH,350,Unresolved,9,8,1,12.50
ES,ETH,350,Directional,1,13,6,46.15
ES,ETH,350,Directional,2,7,2,28.57
ES,ETH,350,Directional,3,5,2,40.00
ES,ETH,350,Directional,4,3,2,66.67
ES,ETH,350,Directional,5,1,0,0.00
ES,ETH,350,Directional,6,1,0,0.00
ES,ETH,350,Directional,7,1,1,100.00
ES,ETH,350,Degrading,1,22,12,54.55
ES,ETH,350,Degrading,2,10,3,30.00
ES,ETH,350,Balance,1,10,6,60.00
ES,ETH,350,Balance,2,4,2,50.00
ES,ETH,350,Balance,3,2,1,50.00
ES,ETH,350,Unresolved,10,7,0,0.00
ES,ETH,350,Unresolved,11,7,0,0.00
ES,ETH,350,Unresolved,12,7,0,0.00
ES,ETH,350,Unresolved,13,7,1,14.29
ES,ETH,350,Unresolved,14,6,0,0.00
ES,ETH,350,Unresolved,15,6,0,0.00
ES,ETH,350,Unresolved,16,6,1,16.67
ES,ETH,350,Unresolved,17,5,0,0.00
ES,ETH,350,Unresolved,18,5,0,0.00
ES,ETH,350,Unresolved,19,5,1,20.00
ES,ETH,350,Unresolved,20,4,0,0.00
ES,ETH,350,Unresolved,21,4,1,25.00
ES,ETH,350,Unresolved,22,3,0,0.00
ES,ETH,350,Unresolved,23,3,0,0.00
ES,ETH,350,Unresolved,24,3,0,0.00
ES,ETH,350,Unresolved,25,3,0,0.00
ES,ETH,350,Unresolved,26,3,0,0.00
ES,ETH,350,Unresolved,27,3,0,0.00
ES,ETH,350,Unresolved,28,3,0,0.00
ES,ETH,350,Unresolved,29,3,0,0.00
ES,ETH,350,Unresolved,30,3,1,33.33
ES,ETH,350,Unresolved,31,2,0,0.00
ES,ETH,350,Unresolved,32,2,0,0.00
ES,ETH,350,Unresolved,33,2,0,0.00
ES,ETH,350,Unresolved,34,2,0,0.00
ES,ETH,350,Unresolved,35,2,0,0.00
ES,ETH,350,Unresolved,36,2,0,0.00
ES,ETH,350,Unresolved,37,2,0,0.00
ES,ETH,350,Unresolved,38,2,0,0.00
ES,ETH,350,Unresolved,39,2,1,50.00
ES,ETH,350,Unresolved,40,1,0,0.00
ES,ETH,350,Unresolved,41,1,0,0.00
ES,ETH,350,Unresolved,42,1,0,0.00
ES,ETH,350,Unresolved,43,1,0,0.00
ES,ETH,350,Unresolved,44,1,0,0.00
ES,ETH,350,Unresolved,45,1,0,0.00
ES,ETH,350,Unresolved,46,1,0,0.00
ES,ETH,350,Unresolved,47,1,0,0.00
ES,ETH,350,Unresolved,48,1,0,0.00
ES,ETH,350,Unresolved,49,1,0,0.00
ES,ETH,350,Unresolved,50,1,0,0.00
ES,ETH,350,Unresolved,51,1,0,0.00
ES,ETH,350,Unresolved,52,1,0,0.00
ES,ETH,350,Unresolved,53,1,0,0.00
ES,ETH,350,Unresolved,54,1,1,100.00
ES,ETH,350,Degrading,3,7,4,57.14
ES,ETH,350,Degrading,4,3,2,66.67
ES,ETH,350,Degrading,5,1,1,100.00
ES,ETH,350,Balance,4,1,0,0.00
ES,ETH,350,Balance,5,1,0,0.00
ES,ETH,350,Balance,6,1,0,0.00
ES,ETH,350,Balance,7,1,1,100.00
ES,ETH,400,Unknown,1,1,0,0.00
ES,ETH,400,Unknown,2,1,0,0.00
ES,ETH,400,Unknown,3,1,0,0.00
ES,ETH,400,Unknown,4,1,0,0.00
ES,ETH,400,Unknown,5,1,1,100.00
ES,ETH,400,Unresolved,1,32,13,40.63
ES,ETH,400,Unresolved,2,19,1,5.26
ES,ETH,400,Unresolved,3,18,1,5.56
ES,ETH,400,Unresolved,4,17,2,11.76
ES,ETH,400,Unresolved,5,15,3,20.00
ES,ETH,400,Unresolved,6,12,1,8.33
ES,ETH,400,Unresolved,7,11,0,0.00
ES,ETH,400,Unresolved,8,11,1,9.09
ES,ETH,400,Unresolved,9,10,1,10.00
ES,ETH,400,Directional,1,14,6,42.86
ES,ETH,400,Directional,2,8,2,25.00
ES,ETH,400,Directional,3,5,2,40.00
ES,ETH,400,Directional,4,3,2,66.67
ES,ETH,400,Directional,5,1,0,0.00
ES,ETH,400,Directional,6,1,0,0.00
ES,ETH,400,Directional,7,1,1,100.00
ES,ETH,400,Degrading,1,26,14,53.85
ES,ETH,400,Degrading,2,12,3,25.00
ES,ETH,400,Balance,1,11,7,63.64
ES,ETH,400,Balance,2,4,2,50.00
ES,ETH,400,Balance,3,2,1,50.00
ES,ETH,400,Unresolved,10,9,0,0.00
ES,ETH,400,Unresolved,11,9,1,11.11
ES,ETH,400,Unresolved,12,8,0,0.00
ES,ETH,400,Unresolved,13,8,1,12.50
ES,ETH,400,Unresolved,14,7,0,0.00
ES,ETH,400,Unresolved,15,7,0,0.00
ES,ETH,400,Unresolved,16,7,1,14.29
ES,ETH,400,Unresolved,17,6,0,0.00
ES,ETH,400,Unresolved,18,6,0,0.00
ES,ETH,400,Unresolved,19,6,1,16.67
ES,ETH,400,Unresolved,20,5,1,20.00
ES,ETH,400,Unresolved,21,4,1,25.00
ES,ETH,400,Unresolved,22,3,0,0.00
ES,ETH,400,Unresolved,23,3,0,0.00
ES,ETH,400,Unresolved,24,3,0,0.00
ES,ETH,400,Unresolved,25,3,0,0.00
ES,ETH,400,Unresolved,26,3,0,0.00
ES,ETH,400,Unresolved,27,3,0,0.00
ES,ETH,400,Unresolved,28,3,0,0.00
ES,ETH,400,Unresolved,29,3,0,0.00
ES,ETH,400,Unresolved,30,3,1,33.33
ES,ETH,400,Unresolved,31,2,0,0.00
ES,ETH,400,Unresolved,32,2,0,0.00
ES,ETH,400,Unresolved,33,2,0,0.00
ES,ETH,400,Unresolved,34,2,0,0.00
ES,ETH,400,Unresolved,35,2,0,0.00
ES,ETH,400,Unresolved,36,2,0,0.00
ES,ETH,400,Unresolved,37,2,0,0.00
ES,ETH,400,Unresolved,38,2,0,0.00
ES,ETH,400,Unresolved,39,2,1,50.00
ES,ETH,400,Unresolved,40,1,0,0.00
ES,ETH,400,Unresolved,41,1,0,0.00
ES,ETH,400,Unresolved,42,1,0,0.00
ES,ETH,400,Unresolved,43,1,0,0.00
ES,ETH,400,Unresolved,44,1,0,0.00
ES,ETH,400,Unresolved,45,1,0,0.00
ES,ETH,400,Unresolved,46,1,0,0.00
ES,ETH,400,Unresolved,47,1,0,0.00
ES,ETH,400,Unresolved,48,1,0,0.00
ES,ETH,400,Unresolved,49,1,0,0.00
ES,ETH,400,Unresolved,50,1,0,0.00
ES,ETH,400,Unresolved,51,1,0,0.00
ES,ETH,400,Unresolved,52,1,0,0.00
ES,ETH,400,Unresolved,53,1,0,0.00
ES,ETH,400,Unresolved,54,1,1,100.00
ES,ETH,400,Degrading,3,9,5,55.56
ES,ETH,400,Degrading,4,4,2,50.00
ES,ETH,400,Degrading,5,2,2,100.00
ES,ETH,400,Balance,4,1,0,0.00
ES,ETH,400,Balance,5,1,0,0.00
ES,ETH,400,Balance,6,1,0,0.00
ES,ETH,400,Balance,7,1,1,100.00
ES,ETH,450,Unknown,1,1,0,0.00
ES,ETH,450,Unknown,2,1,0,0.00
ES,ETH,450,Unknown,3,1,0,0.00
ES,ETH,450,Unknown,4,1,0,0.00
ES,ETH,450,Unknown,5,1,1,100.00
ES,ETH,450,Unresolved,1,38,13,34.21
ES,ETH,450,Unresolved,2,25,2,8.00
ES,ETH,450,Unresolved,3,23,2,8.70
ES,ETH,450,Unresolved,4,21,3,14.29
ES,ETH,450,Unresolved,5,18,4,22.22
ES,ETH,450,Unresolved,6,14,1,7.14
ES,ETH,450,Unresolved,7,13,1,7.69
ES,ETH,450,Unresolved,8,12,2,16.67
ES,ETH,450,Unresolved,9,10,1,10.00
ES,ETH,450,Directional,1,15,6,40.00
ES,ETH,450,Directional,2,9,2,22.22
ES,ETH,450,Directional,3,7,2,28.57
